competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,created_at,eta_date
Dvflora,26407,Lily Hyb Pnk Table Dance 3+,Lilies,Bu,Pink,,1,,,,Mexico,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65350,Rose Rd Hearts 50cm,Roses-Standard,Stem,Red,50,1,1.05,1.05,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49087,Rose Rd Hearts 50cm cs50,Roses-Standard,Stem,Red,50,1,0.95,0.95,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49086,Rose Rd Hearts 60cm,Roses-Standard,Stem,Red,60,1,1.19,1.19,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57042,Rose Rd Hearts 60cm cs50,Roses-Standard,Stem,Red,60,1,1.09,1.09,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57041,Rose Rd Hearts 60cm DVF,Roses-Standard,Stem,Red,60,1,1.19,1.19,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52433,Rose Pk Frutetto 50cm,Roses-Standard,Stem,Pink,50,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36841,Rose Var Wild Spirit 50cm,Roses-Standard,Stem,Bicolor,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68166,Lily Hyb Wht Zambesi 3+,Lilies,Bu,White,,1,,,,Lily Hyb Wht Zambesi 3+,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33110,Lily Wht Bach 3+,Lilies,Bu,White,,1,,,,Lily LA Wht Bach 3+,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54032,Rose Pk Marzipan 60cm,Roses-Standard,Stem,Pink,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,55782,Lily Org Eremo 3+,Lilies,Bu,Orange,,1,,,,Lily LA Org Eremo 3+,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52414,Rose Rd Panther 50cm,Roses-Standard,Stem,Red,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30664,Rose Wht Aspen 50cm,Roses-Standard,Stem,White,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33248,Lily Pink Arbatax,Lilies,Bu,Pink,,1,,,,Virginia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54968,Rose HPk Pink 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68068,Lily Orange Talisker,Lilies,Bu,Orange,,1,,,,Virginia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54968,Rose HPk Pink 50cm,Roses-Standard,Stem,Pink,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57638,Lily Hyb Wht Tisento 4+ DVFlor,Lilies,Bu,White,,1,,,,Mexico,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,69276,Rose Org Joy 50cm,Roses-Standard,Stem,Orange,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48793,Lily Hyb Wht Premium Blonde 3+,Lilies,Bu,White,,1,,,,Lily Hyb Wht Premium Blonde 3+,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68892,Rose HPk Tina 50cm DVF,Roses-Standard,Stem,Pink Hot,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68893,Rose HPk Tina 60cm DVF,Roses-Standard,Stem,Pink Hot,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34935,Lily Org Tressor 3+,Lilies,Bu,Orange,,1,,,,Lily Org Tressor 3+,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52719,Lily Org Tressor 4+ DVFlora,Lilies,Bu,Orange,,1,,,,Mexico,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48119,Rose Lav Amnesia 60cm,Roses-Standard,Stem,Lavender,60,1,1.59,1.59,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,45313,Lily Ylw Diamond 3+,Lilies,Bu,Yellow,,1,,,,Lily LA Ylw Diamond 3+,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21178,Limonium Pink Sinensis,Limonium,Bu,Pink,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29411,Limonium Blue Maine,Limonium,Bu,Blue,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68892,Rose HPk Tina 50cm DVF,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68893,Rose HPk Tina 60cm DVF,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68685,Rose Lav Cool Down 50cm,Roses-Standard,Stem,Lavender,50,1,1.49,1.49,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,32957,Limonium White Misty,Limonium,Bu,White,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21181,Limonium White Misty 5pk,Limonium,Bu,White,,1,9.79,9.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58837,Lisianthus Champagne Voyage 50,Lisianthus,Bu,Champagne,50,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21186,Limonium Blue Misty,Limonium,Bu,Blue,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,32956,Limonium Blue Misty,Limonium,Bu,Blue,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21185,Limonium Blue Misty 5pk,Limonium,Bu,Blue,,1,9.49,9.49,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43646,Lisianthus Pink Voyage 50cm,Lisianthus,Bu,Pink,50,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,69076,Rose Pk YoGa 60cm,Roses-Standard,Stem,Pink,60,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,69077,Rose Pk YoGa 70-80cm,Roses-Standard,Stem,Pink,70,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,35003,Mum Cremon Asst 4pk,Mums-Bunched,Bu,Assorted,,1,8.89,8.89,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23755,Rose Wht Vendela 40cm,Roses-Standard,Stem,White,40,1,0.99,0.99,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24061,Rose Wht Vendela 40cm,Roses-Standard,Stem,White,40,1,0.99,0.99,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24511,Rose Wht Vendela 40cm cs100,Roses-Standard,Stem,White,40,1,0.89,0.89,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24654,Rose Wht Vendela 40cm cs50,Roses-Standard,Stem,White,40,1,0.89,0.89,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30769,Rose Wht Vendela 50cm,Roses-Standard,Stem,White,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24647,Rose Wht Vendela 50cm Cs50,Roses-Standard,Stem,White,50,1,1.39,1.39,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53706,Rose Wht Vendela 60cm,Roses-Standard,Stem,White,60,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24916,Rose Wht Vendela 60cm cs100,Roses-Standard,Stem,White,60,1,1.59,1.59,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62839,Mum Disbud White Arctic Qn 4pk,Mums-Bunched,Bu,White,,1,8.59,8.59,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30819,Rose Pk Esperance 60cm,Roses-Standard,Stem,Pink,60,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53672,Mum Spider Brze Tierra ECU 3pk,Mums-Bunched,Bu,Bronze,,1,11.39,11.39,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38502,Mum Spider Asst 4pk DVFlora,Mums-Bunched,Bu,Assorted,,1,7.09,7.09,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62885,Mum Spider Asst 5pk,Mums-Bunched,Bu,Assorted,,1,6.89,6.89,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21991,Mum Spider Asst 9pk,Mums-Bunched,Bu,Assorted,,1,8.59,8.59,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50012,Mum Spider Lav. Anas DVFl 4pk,Mums-Bunched,Bu,Lavender,,1,7.09,7.09,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,22000,Mum Spider Lavender,Mums-Bunched,Bu,Lavender,,1,7.69,7.69,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50013,Mum Spider Yel Anas DVFlra 4pk,Mums-Bunched,Bu,Yellow,,1,6.99,6.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21988,Mum Spider Yellow,Mums-Bunched,Bu,Yellow,,1,8.59,8.59,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51814,Mum Disbud Red Testarosa,Mums-Bunched,Bu,Red,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23975,Rose Pk Faith 40cm,Roses-Standard,Stem,Pink,40,1,0.99,0.99,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30409,Rose Pk Faith 50cm,Roses-Standard,Stem,Pink,50,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34031,Rose Pk Faith 50cm Cs50,Roses-Standard,Stem,Pink,50,1,1.69,1.69,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20326,Rose Pk Faith 60cm,Roses-Standard,Stem,Pink,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52418,Rose Pch Felicity 50cm,Roses-Standard,Stem,Peach,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52002,Rose Pch Felicity 50cm cs100,Roses-Standard,Stem,Peach,50,1,1.45,1.45,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52419,Rose Pch Felicity 60cm,Roses-Standard,Stem,Peach,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68901,Rose Pch Felicity 60cm,Roses-Standard,Stem,Peach,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,32201,Rose Pch Felicity 60cm cs50,Roses-Standard,Stem,Peach,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24690,Sweetheart Rose Wht Eskimo,Roses-Sweetheart,Stem,White,,1,1.19,1.19,25,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,46971,Mum Spider Green,Mums-Bunched,Bu,Green,,1,8.49,8.49,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62841,Mum Spider Green 4pk,Mums-Bunched,Bu,Green,,1,8.29,8.29,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37301,Mum Spider Green Dark,Mums-Bunched,Bu,Green,,1,6.99,6.99,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50706,Mum Spider Green Dark 5pk,Mums-Bunched,Bu,Green,,1,7.69,7.69,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21940,Mum Disbud Bronze,Mums-Bunched,Bu,Bronze,,1,8.39,8.39,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50812,Mum Disbud Salmon Pink ECU 3pk,Mums-Bunched,Bu,Salmon,,1,11.79,11.79,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37374,Mum Spider White,Mums-Bunched,Bu,White,,1,8.79,8.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52682,Mum Spider White Anastasia 4pk,Mums-Bunched,Bu,White,,1,6.99,6.99,4,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49685,Mum Spider White Topspin 9pk,Mums-Bunched,Bu,White,,1,7.69,7.69,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62886,Mum Spider White Yazoo 5pk,Mums-Bunched,Bu,White,,1,6.79,6.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21963,Mum Spider White Yazoo 9pk,Mums-Bunched,Bu,White,,1,7.49,7.49,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50812,Mum Disbud Salmon Pink ECU 3pk,Mums-Bunched,Bu,Salmon-Pink,,1,11.79,11.79,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50641,Mum Disbud Pink Rossano,Mums-Bunched,Bu,Pink,,1,6.79,6.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50812,Mum Disbud Salmon Pink ECU 3pk,Mums-Bunched,Bu,Pink,,1,11.79,11.79,3,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30883,Sweetheart Rose Pk Esther,Roses-Sweetheart,Stem,Pink,,1,1.19,1.19,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58652,Mum Dis Ball Burg. Ganache Ecu,Mums-Bunched,Bu,Burgundy,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24967,Sweetheart Rose Crm Medeo,Roses-Sweetheart,Stem,Cream,,1,1.19,1.19,25,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62894,Mum Disbud Rossano Charlot 5pk,Mums-Bunched,Bu,Bicolor,,1,7.79,7.79,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59464,Mum Disbud Crm Caffe Latte ECU,Mums-Bunched,Bu,Cream/Brown,,1,10.99,10.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57134,Mum Dis Ball Asst 5st 12pk,Mums-Bunched,Bu,Assorted,,5,5.99,5.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54822,Mum Disbud Assorted 5pk,Mums-Bunched,Bu,Assorted,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21950,Mum Disbud Assorted 9pk,Mums-Bunched,Bu,Assorted,,1,7.39,7.39,9,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,74486,Mum Disbud White Zembla,Mums-Stem,Stem,White,,1,1.09,1.09,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59326,Mum Dis Ball Purple Gustav,Mums-Bunched,Bu,Purple,,1,7.49,7.49,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57933,Mum Disbud Purple Andrea,Mums-Bunched,Bu,Purple,,1,8.49,8.49,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59332,Mum Disbud Purple Gaviria,Mums-Bunched,Bu,Purple,,1,6.99,6.99,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62892,Mum Disbud Purple Tornado 5pk,Mums-Bunched,Bu,Purple,,1,7.09,7.09,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,24996,Statice Purple Tissue Queens,Statice,Bu,Purple,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17732,Statice Blush Tissue,Statice,Bu,Blush,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,25240,Amaranthus Green Hanging,Amaranthus,Bu,Green,,1,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59322,Mum Dis Ball Pch Sorbet Berry,Mums-Bunched,Bu,Peach,,1,7.59,7.59,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58282,Mum Disbud Peach,Mums-Bunched,Bu,Peach,,1,8.49,8.49,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59035,Mum Disbud Peach Linette ECU,Mums-Bunched,Bu,Peach,,1,9.99,9.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,74478,Mum Disbud Yellow Astroid,Mums-Stem,Stem,Yellow,,1,0.99,0.99,160,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59123,Mum Dis Ball Grn Alemani 10stm,Mums-Bunched,Bu,Green,,10,8.49,8.49,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,32275,Mum Disbud Green Fuzzball,Mums-Bunched,Bu,Green,,1,9.59,9.59,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40531,Stock Pink/White Antique 4pk B,Stock,Bu,White,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59146,Mum Dis Ball Yellow Paladov,Mums-Bunched,Bu,Yellow,,1,7.49,7.49,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65787,Mum Dis Ball Ylw Paladov 5st,Mums-Bunched,Bu,Yellow,,5,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51799,Mum Disbud Yellow,Mums-Bunched,Bu,Yellow,,1,7.19,7.19,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62891,Mum Disbud Yellow Astroid 5pk,Mums-Bunched,Bu,Yellow,,1,6.99,6.99,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40531,Stock Pink/White Antique 4pk B,Stock,Bu,Pink/White Bicolor,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40531,Stock Pink/White Antique 4pk B,Stock,Bu,Pink,,1,12.99,12.99,4,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,63370,Rose Yel Momentum 50cm,Roses-Standard,Stem,Yellow,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33517,Rose Yel Momentum 50cm cs100,Roses-Standard,Stem,Yellow,50,1,1.45,1.45,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,47260,Rose Yel Momentum 60cm,Roses-Standard,Stem,Yellow,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,47596,Anemone White Ecuador,Anemone,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
